strategy,scenario,municipalities,capacity_margin
Small Cells,Scenario 3 (300 Mbps),Bergen (L.),104656.3684
Spectrum Integration,Scenario 3 (300 Mbps),Bergen (L.),-22424.4392
Hybrid,Scenario 1 (30 Mbps),Bergen (NH.),-2776.79469
Small Cells,Scenario 1 (30 Mbps),Bergen (NH.),-3312.36999
Spectrum Integration,Scenario 1 (30 Mbps),Bergen (NH.),-2776.79469
Hybrid,Scenario 2 (100 Mbps),Bergen (NH.),-13948.47675
Small Cells,Scenario 2 (100 Mbps),Bergen (NH.),-14484.05205
Spectrum Integration,Scenario 2 (100 Mbps),Bergen (NH.),-13948.47675
Hybrid,Scenario 3 (300 Mbps),Bergen (NH.),-45867.56835
Small Cells,Scenario 3 (300 Mbps),Bergen (NH.),-46403.14365
Spectrum Integration,Scenario 3 (300 Mbps),Bergen (NH.),-45867.56835
Hybrid,Scenario 1 (30 Mbps),Bergen op Zoom,58503.88767
Small Cells,Scenario 1 (30 Mbps),Bergen op Zoom,56871.92796
Spectrum Integration,Scenario 1 (30 Mbps),Bergen op Zoom,-7624.991172
Hybrid,Scenario 2 (100 Mbps),Bergen op Zoom,57713.81688
Small Cells,Scenario 2 (100 Mbps),Bergen op Zoom,56644.2074
Spectrum Integration,Scenario 2 (100 Mbps),Bergen op Zoom,-41561.73166
Hybrid,Scenario 3 (300 Mbps),Bergen op Zoom,27748.5076
Small Cells,Scenario 3 (300 Mbps),Bergen op Zoom,27377.92976
Spectrum Integration,Scenario 3 (300 Mbps),Bergen op Zoom,-139026.4085
Hybrid,Scenario 1 (30 Mbps),Berkelland,88073.40863
Small Cells,Scenario 1 (30 Mbps),Berkelland,87473.28314
Spectrum Integration,Scenario 1 (30 Mbps),Berkelland,-854.415813
Hybrid,Scenario 2 (100 Mbps),Berkelland,294564.8428
Small Cells,Scenario 2 (100 Mbps),Berkelland,292376.5265
Spectrum Integration,Scenario 2 (100 Mbps),Berkelland,-16384.12725
Hybrid,Scenario 3 (300 Mbps),Berkelland,245656.5508
Small Cells,Scenario 3 (300 Mbps),Berkelland,243468.2345
Spectrum Integration,Scenario 3 (300 Mbps),Berkelland,-65292.41925
Hybrid,Scenario 1 (30 Mbps),Bernheze,102154.4002
Small Cells,Scenario 1 (30 Mbps),Bernheze,101236.0673
Spectrum Integration,Scenario 1 (30 Mbps),Bernheze,-3842.791857
Hybrid,Scenario 2 (100 Mbps),Bernheze,86204.72726
Small Cells,Scenario 2 (100 Mbps),Bernheze,85279.56344
Spectrum Integration,Scenario 2 (100 Mbps),Bernheze,-20747.39449
Hybrid,Scenario 3 (300 Mbps),Bernheze,53258.93432
Small Cells,Scenario 3 (300 Mbps),Bernheze,52750.45712
Spectrum Integration,Scenario 3 (300 Mbps),Bernheze,-69065.77609
Hybrid,Scenario 1 (30 Mbps),Best,21394.72512
Small Cells,Scenario 1 (30 Mbps),Best,20745.93442
Spectrum Integration,Scenario 1 (30 Mbps),Best,-3075.347376
Hybrid,Scenario 2 (100 Mbps),Best,28346.39944
Small Cells,Scenario 2 (100 Mbps),Best,27787.97108
Spectrum Integration,Scenario 2 (100 Mbps),Best,-16501.53268
Hybrid,Scenario 3 (300 Mbps),Best,15866.801
Small Cells,Scenario 3 (300 Mbps),Best,15738.7211
Spectrum Integration,Scenario 3 (300 Mbps),Best,-55228.00468
Hybrid,Scenario 1 (30 Mbps),Beuningen,35969.87124
Small Cells,Scenario 1 (30 Mbps),Beuningen,35313.48535
Spectrum Integration,Scenario 1 (30 Mbps),Beuningen,-2824.146129
Hybrid,Scenario 2 (100 Mbps),Beuningen,38638.13545
Small Cells,Scenario 2 (100 Mbps),Beuningen,38067.04141
Spectrum Integration,Scenario 2 (100 Mbps),Beuningen,-15612.68087
Hybrid,Scenario 3 (300 Mbps),Beuningen,22841.47955
Small Cells,Scenario 3 (300 Mbps),Beuningen,22611.93191
Spectrum Integration,Scenario 3 (300 Mbps),Beuningen,-52453.86407
Hybrid,Scenario 1 (30 Mbps),Beverwijk,-3854.037915
Small Cells,Scenario 1 (30 Mbps),Beverwijk,-4398.445665
Spectrum Integration,Scenario 1 (30 Mbps),Beverwijk,-3854.037915
Hybrid,Scenario 2 (100 Mbps),Beverwijk,-17602.66988
Small Cells,Scenario 2 (100 Mbps),Beverwijk,-18147.07763
Spectrum Integration,Scenario 2 (100 Mbps),Beverwijk,-17602.66988
Hybrid,Scenario 3 (300 Mbps),Beverwijk,-56884.47548
Small Cells,Scenario 3 (300 Mbps),Beverwijk,-57428.88322
Spectrum Integration,Scenario 3 (300 Mbps),Beverwijk,-56884.47548
Hybrid,Scenario 1 (30 Mbps),"Beverwijk,Heemskerk",-1269.242955
Small Cells,Scenario 1 (30 Mbps),"Beverwijk,Heemskerk",-1485.893745
Spectrum Integration,Scenario 1 (30 Mbps),"Beverwijk,Heemskerk",-1269.242955
Hybrid,Scenario 2 (100 Mbps),"Beverwijk,Heemskerk",-6117.181155
Small Cells,Scenario 2 (100 Mbps),"Beverwijk,Heemskerk",-6333.831945
Spectrum Integration,Scenario 2 (100 Mbps),"Beverwijk,Heemskerk",-6117.181155
Hybrid,Scenario 3 (300 Mbps),"Beverwijk,Heemskerk",-19968.43316
Small Cells,Scenario 3 (300 Mbps),"Beverwijk,Heemskerk",-20185.08395
Spectrum Integration,Scenario 3 (300 Mbps),"Beverwijk,Heemskerk",-19968.43316
Hybrid,Scenario 1 (30 Mbps),Binnenmaas,84260.15014
Small Cells,Scenario 1 (30 Mbps),Binnenmaas,83573.07263
Spectrum Integration,Scenario 1 (30 Mbps),Binnenmaas,-2638.448772
Hybrid,Scenario 2 (100 Mbps),Binnenmaas,72191.59883
Small Cells,Scenario 2 (100 Mbps),Binnenmaas,71504.52132
Spectrum Integration,Scenario 2 (100 Mbps),Binnenmaas,-14707.00009
Hybrid,Scenario 3 (300 Mbps),Binnenmaas,42498.20699
Small Cells,Scenario 3 (300 Mbps),Binnenmaas,41940.91711
Spectrum Integration,Scenario 3 (300 Mbps),Binnenmaas,-49188.57529
Hybrid,Scenario 1 (30 Mbps),Bladel,55130.34555
Small Cells,Scenario 1 (30 Mbps),Bladel,54674.95035
Spectrum Integration,Scenario 1 (30 Mbps),Bladel,-1568.60292
Hybrid,Scenario 2 (100 Mbps),Bladel,74315.24535
Small Cells,Scenario 2 (100 Mbps),Bladel,73660.89937
Spectrum Integration,Scenario 2 (100 Mbps),Bladel,-10196.02942
Hybrid,Scenario 3 (300 Mbps),Bladel,49097.02456
Small Cells,Scenario 3 (300 Mbps),Bladel,48442.67858
Spectrum Integration,Scenario 3 (300 Mbps),Bladel,-35414.25022
Hybrid,Scenario 1 (30 Mbps),Blaricum,10978.41396
Small Cells,Scenario 1 (30 Mbps),Blaricum,10743.88543
Spectrum Integration,Scenario 1 (30 Mbps),Blaricum,-1316.305392
Hybrid,Scenario 2 (100 Mbps),Blaricum,5888.961482
Small Cells,Scenario 2 (100 Mbps),Blaricum,5654.432954
Spectrum Integration,Scenario 2 (100 Mbps),Blaricum,-6405.757872
Hybrid,Scenario 3 (300 Mbps),Blaricum,0
Small Cells,Scenario 3 (300 Mbps),Blaricum,0
Spectrum Integration,Scenario 3 (300 Mbps),Blaricum,-20947.05067
Hybrid,Scenario 1 (30 Mbps),Bloemendaal,40619.98123
Small Cells,Scenario 1 (30 Mbps),Bloemendaal,40015.51912
Spectrum Integration,Scenario 1 (30 Mbps),Bloemendaal,-2471.219604
Hybrid,Scenario 2 (100 Mbps),Bloemendaal,54873.18468
Small Cells,Scenario 2 (100 Mbps),Bloemendaal,54236.48527
Spectrum Integration,Scenario 2 (100 Mbps),Bloemendaal,-14400.60053
Hybrid,Scenario 3 (300 Mbps),Bloemendaal,38206.02132
Small Cells,Scenario 3 (300 Mbps),Bloemendaal,37874.43669
Spectrum Integration,Scenario 3 (300 Mbps),Bloemendaal,-49009.06373
Hybrid,Scenario 1 (30 Mbps),"Bloemendaal,Haarlem",1725.019836
Small Cells,Scenario 1 (30 Mbps),"Bloemendaal,Haarlem",1581.641412
Spectrum Integration,Scenario 1 (30 Mbps),"Bloemendaal,Haarlem",-423.571896
Hybrid,Scenario 2 (100 Mbps),"Bloemendaal,Haarlem",0
Small Cells,Scenario 2 (100 Mbps),"Bloemendaal,Haarlem",0
Spectrum Integration,Scenario 2 (100 Mbps),"Bloemendaal,Haarlem",-2640.133656
Hybrid,Scenario 3 (300 Mbps),"Bloemendaal,Haarlem",1.64E-12
Small Cells,Scenario 3 (300 Mbps),"Bloemendaal,Haarlem",0
Spectrum Integration,Scenario 3 (300 Mbps),"Bloemendaal,Haarlem",-8973.167256
Hybrid,Scenario 1 (30 Mbps),"Bloemendaal,Velsen",2025.144323
Small Cells,Scenario 1 (30 Mbps),"Bloemendaal,Velsen",1981.881779
Spectrum Integration,Scenario 1 (30 Mbps),"Bloemendaal,Velsen",-242.813616
Hybrid,Scenario 2 (100 Mbps),"Bloemendaal,Velsen",1086.313283
Small Cells,Scenario 2 (100 Mbps),"Bloemendaal,Velsen",1043.050739
Spectrum Integration,Scenario 2 (100 Mbps),"Bloemendaal,Velsen",-1181.644656
Hybrid,Scenario 3 (300 Mbps),"Bloemendaal,Velsen",0
Small Cells,Scenario 3 (300 Mbps),"Bloemendaal,Velsen",0
Spectrum Integration,Scenario 3 (300 Mbps),"Bloemendaal,Velsen",-3864.019056
Hybrid,Scenario 1 (30 Mbps),Bodegraven-Reeuwijk,59460.44663
Small Cells,Scenario 1 (30 Mbps),Bodegraven-Reeuwijk,59093.42656
Spectrum Integration,Scenario 1 (30 Mbps),Bodegraven-Reeuwijk,-1058.220471
Hybrid,Scenario 2 (100 Mbps),Bodegraven-Reeuwijk,66698.01608
Small Cells,Scenario 2 (100 Mbps),Bodegraven-Reeuwijk,66235.36302
Spectrum Integration,Scenario 2 (100 Mbps),Bodegraven-Reeuwijk,-7189.666239
Hybrid,Scenario 3 (300 Mbps),Bodegraven-Reeuwijk,49242.37536
Small Cells,Scenario 3 (300 Mbps),Bodegraven-Reeuwijk,48788.8302
Spectrum Integration,Scenario 3 (300 Mbps),Bodegraven-Reeuwijk,-24981.31984
Hybrid,Scenario 1 (30 Mbps),Boekel,28552.94282
Small Cells,Scenario 1 (30 Mbps),Boekel,28380.03495
Spectrum Integration,Scenario 1 (30 Mbps),Boekel,-453.045555
Hybrid,Scenario 2 (100 Mbps),Boekel,38413.42526
Small Cells,Scenario 2 (100 Mbps),Boekel,38148.29986
Spectrum Integration,Scenario 2 (100 Mbps),Boekel,-3484.113507
Hybrid,Scenario 3 (300 Mbps),Boekel,29489.75246
Small Cells,Scenario 3 (300 Mbps),Boekel,29224.62707
Spectrum Integration,Scenario 3 (300 Mbps),Boekel,-12407.78631
Hybrid,Scenario 1 (30 Mbps),Borger-Odoorn,-1475.09643
Small Cells,Scenario 1 (30 Mbps),Borger-Odoorn,-2328.05997
Spectrum Integration,Scenario 1 (30 Mbps),Borger-Odoorn,-1475.09643
Hybrid,Scenario 2 (100 Mbps),Borger-Odoorn,-12390.31011
Small Cells,Scenario 2 (100 Mbps),Borger-Odoorn,-13243.27365
Spectrum Integration,Scenario 2 (100 Mbps),Borger-Odoorn,-12390.31011
Hybrid,Scenario 3 (300 Mbps),Borger-Odoorn,-43576.63491
Small Cells,Scenario 3 (300 Mbps),Borger-Odoorn,-44429.59845
Spectrum Integration,Scenario 3 (300 Mbps),Borger-Odoorn,-43576.63491
Hybrid,Scenario 1 (30 Mbps),"Borger-Odoorn,Stadskanaal,Vlagtwedde",-2.84064
Small Cells,Scenario 1 (30 Mbps),"Borger-Odoorn,Stadskanaal,Vlagtwedde",-7.28352
Spectrum Integration,Scenario 1 (30 Mbps),"Borger-Odoorn,Stadskanaal,Vlagtwedde",-2.84064
Hybrid,Scenario 2 (100 Mbps),"Borger-Odoorn,Stadskanaal,Vlagtwedde",-48.39552
Small Cells,Scenario 2 (100 Mbps),"Borger-Odoorn,Stadskanaal,Vlagtwedde",-52.8384
Spectrum Integration,Scenario 2 (100 Mbps),"Borger-Odoorn,Stadskanaal,Vlagtwedde",-48.39552
Hybrid,Scenario 3 (300 Mbps),"Borger-Odoorn,Stadskanaal,Vlagtwedde",-178.55232
Small Cells,Scenario 3 (300 Mbps),"Borger-Odoorn,Stadskanaal,Vlagtwedde",-182.9952
Spectrum Integration,Scenario 3 (300 Mbps),"Borger-Odoorn,Stadskanaal,Vlagtwedde",-178.55232
Hybrid,Scenario 1 (30 Mbps),Borne,12067.99487
Small Cells,Scenario 1 (30 Mbps),Borne,11658.24184
Spectrum Integration,Scenario 1 (30 Mbps),Borne,-1659.118968
Hybrid,Scenario 2 (100 Mbps),Borne,22044.27974
Small Cells,Scenario 2 (100 Mbps),Borne,21717.81831
Spectrum Integration,Scenario 2 (100 Mbps),Borne,-9700.939158
Hybrid,Scenario 3 (300 Mbps),Borne,15337.90763
Small Cells,Scenario 3 (300 Mbps),Borne,15214.09706
Spectrum Integration,Scenario 3 (300 Mbps),Borne,-33031.31276
Hybrid,Scenario 1 (30 Mbps),Borsele,34533.97205
Small Cells,Scenario 1 (30 Mbps),Borsele,34234.97664
Spectrum Integration,Scenario 1 (30 Mbps),Borsele,-440.326689
Hybrid,Scenario 2 (100 Mbps),Borsele,164751.555
Small Cells,Scenario 2 (100 Mbps),Borsele,163457.8057
Spectrum Integration,Scenario 2 (100 Mbps),Borsele,-9284.375199
Hybrid,Scenario 3 (300 Mbps),Borsele,136640.6911
Small Cells,Scenario 3 (300 Mbps),Borsele,135346.9417
Spectrum Integration,Scenario 3 (300 Mbps),Borsele,-37395.2392
Hybrid,Scenario 1 (30 Mbps),Boxmeer,44549.86944
Small Cells,Scenario 1 (30 Mbps),Boxmeer,44104.57832
Spectrum Integration,Scenario 1 (30 Mbps),Boxmeer,-1525.486581
Hybrid,Scenario 2 (100 Mbps),Boxmeer,122273.775
Small Cells,Scenario 2 (100 Mbps),Boxmeer,121195.7691
Spectrum Integration,Scenario 2 (100 Mbps),Boxmeer,-12251.94068
Hybrid,Scenario 3 (300 Mbps),Boxmeer,98975.35758
Small Cells,Scenario 3 (300 Mbps),Boxmeer,98145.54214
Spectrum Integration,Scenario 3 (300 Mbps),Boxmeer,-44706.70868
Hybrid,Scenario 1 (30 Mbps),Boxtel,70520.16947
Small Cells,Scenario 1 (30 Mbps),Boxtel,69761.22491
Spectrum Integration,Scenario 1 (30 Mbps),Boxtel,-3486.879057
Hybrid,Scenario 2 (100 Mbps),Boxtel,55853.54519
Small Cells,Scenario 2 (100 Mbps),Boxtel,55094.60063
Spectrum Integration,Scenario 2 (100 Mbps),Boxtel,-18153.50334
Hybrid,Scenario 3 (300 Mbps),Boxtel,31001.55739
Small Cells,Scenario 3 (300 Mbps),Boxtel,30704.83895
Spectrum Integration,Scenario 3 (300 Mbps),Boxtel,-60058.14414
Hybrid,Scenario 1 (30 Mbps),"Boxtel,Sint-Michielsgestel",5157.929141
Small Cells,Scenario 1 (30 Mbps),"Boxtel,Sint-Michielsgestel",5126.620721
Spectrum Integration,Scenario 1 (30 Mbps),"Boxtel,Sint-Michielsgestel",-94.18398
Hybrid,Scenario 2 (100 Mbps),"Boxtel,Sint-Michielsgestel",4668.763541
Small Cells,Scenario 2 (100 Mbps),"Boxtel,Sint-Michielsgestel",4637.455121
Spectrum Integration,Scenario 2 (100 Mbps),"Boxtel,Sint-Michielsgestel",-583.34958
Hybrid,Scenario 3 (300 Mbps),"Boxtel,Sint-Michielsgestel",3271.147542
Small Cells,Scenario 3 (300 Mbps),"Boxtel,Sint-Michielsgestel",3239.839122
Spectrum Integration,Scenario 3 (300 Mbps),"Boxtel,Sint-Michielsgestel",-1980.96558
Hybrid,Scenario 1 (30 Mbps),Breda,91004.56761
Small Cells,Scenario 1 (30 Mbps),Breda,86437.87536
Spectrum Integration,Scenario 1 (30 Mbps),Breda,-16783.11758
Hybrid,Scenario 2 (100 Mbps),Breda,80946.5051
Small Cells,Scenario 2 (100 Mbps),Breda,79550.14957
Spectrum Integration,Scenario 2 (100 Mbps),Breda,-96742.39033
Hybrid,Scenario 3 (300 Mbps),Breda,44319.66602
Small Cells,Scenario 3 (300 Mbps),Breda,43813.60811
Spectrum Integration,Scenario 3 (300 Mbps),Breda,-326080.5967
Hybrid,Scenario 1 (30 Mbps),Brielle,3574.933032
Small Cells,Scenario 1 (30 Mbps),Brielle,3288.176184
Spectrum Integration,Scenario 1 (30 Mbps),Brielle,-722.250432
Hybrid,Scenario 2 (100 Mbps),Brielle,23504.19093
Small Cells,Scenario 2 (100 Mbps),Brielle,23332.56387
Spectrum Integration,Scenario 2 (100 Mbps),Brielle,-5768.684046
Hybrid,Scenario 3 (300 Mbps),Brielle,21261.51333
Small Cells,Scenario 3 (300 Mbps),Brielle,21089.88627
Spectrum Integration,Scenario 3 (300 Mbps),Brielle,-20677.42885
Hybrid,Scenario 1 (30 Mbps),"Brielle,Westvoorne",8028.474671
Small Cells,Scenario 1 (30 Mbps),"Brielle,Westvoorne",7948.780511
Spectrum Integration,Scenario 1 (30 Mbps),"Brielle,Westvoorne",-327.15984
Hybrid,Scenario 2 (100 Mbps),"Brielle,Westvoorne",6579.348672
Small Cells,Scenario 2 (100 Mbps),"Brielle,Westvoorne",6499.654512
Spectrum Integration,Scenario 2 (100 Mbps),"Brielle,Westvoorne",-1776.28584
Hybrid,Scenario 3 (300 Mbps),"Brielle,Westvoorne",2438.988672
Small Cells,Scenario 3 (300 Mbps),"Brielle,Westvoorne",2359.294512
Spectrum Integration,Scenario 3 (300 Mbps),"Brielle,Westvoorne",-5916.64584
Hybrid,Scenario 1 (30 Mbps),Bronckhorst,61931.23967
Small Cells,Scenario 1 (30 Mbps),Bronckhorst,61564.07729
Spectrum Integration,Scenario 1 (30 Mbps),Bronckhorst,338.2767
Hybrid,Scenario 2 (100 Mbps),Bronckhorst,326277.8899
Small Cells,Scenario 2 (100 Mbps),Bronckhorst,323928.0507
Spectrum Integration,Scenario 2 (100 Mbps),Bronckhorst,-12483.40637
Hybrid,Scenario 3 (300 Mbps),Bronckhorst,283979.7188
Small Cells,Scenario 3 (300 Mbps),Bronckhorst,281629.8795
Spectrum Integration,Scenario 3 (300 Mbps),Bronckhorst,-54781.57757
Hybrid,Scenario 1 (30 Mbps),Brummen,76143.04493
Small Cells,Scenario 1 (30 Mbps),Brummen,75681.95729
Spectrum Integration,Scenario 1 (30 Mbps),Brummen,-1206.2574
Hybrid,Scenario 2 (100 Mbps),Brummen,102786.6095
Small Cells,Scenario 2 (100 Mbps),Brummen,102077.0469
Spectrum Integration,Scenario 2 (100 Mbps),Brummen,-9298.259154
Hybrid,Scenario 3 (300 Mbps),Brummen,78956.67591
Small Cells,Scenario 3 (300 Mbps),Brummen,78247.11327
Spectrum Integration,Scenario 3 (300 Mbps),Brummen,-33128.19275
Hybrid,Scenario 1 (30 Mbps),"Brummen,Voorst",57.78648
Small Cells,Scenario 1 (30 Mbps),"Brummen,Voorst",57.78648
Spectrum Integration,Scenario 1 (30 Mbps),"Brummen,Voorst",57.78648
Hybrid,Scenario 2 (100 Mbps),"Brummen,Voorst",10875.07342
Small Cells,Scenario 2 (100 Mbps),"Brummen,Voorst",10795.66388
Spectrum Integration,Scenario 2 (100 Mbps),"Brummen,Voorst",-225.983862
Hybrid,Scenario 3 (300 Mbps),"Brummen,Voorst",9837.416617
Small Cells,Scenario 3 (300 Mbps),"Brummen,Voorst",9758.007079
Spectrum Integration,Scenario 3 (300 Mbps),"Brummen,Voorst",-1263.640662
Hybrid,Scenario 1 (30 Mbps),Brunssum,17527.09045
Small Cells,Scenario 1 (30 Mbps),Brunssum,16959.15865
Spectrum Integration,Scenario 1 (30 Mbps),Brunssum,-2168.33376
Hybrid,Scenario 2 (100 Mbps),Brunssum,8795.732294
Small Cells,Scenario 2 (100 Mbps),Brunssum,8578.281086
Spectrum Integration,Scenario 2 (100 Mbps),Brunssum,-12101.23884
Hybrid,Scenario 3 (300 Mbps),Brunssum,1776.977461
Small Cells,Scenario 3 (300 Mbps),Brunssum,1718.914573
Spectrum Integration,Scenario 3 (300 Mbps),Brunssum,-40480.96764
Hybrid,Scenario 1 (30 Mbps),"Brunssum,Heerlen",2204.192012
Small Cells,Scenario 1 (30 Mbps),"Brunssum,Heerlen",2020.986248
Spectrum Integration,Scenario 1 (30 Mbps),"Brunssum,Heerlen",-541.230756
Hybrid,Scenario 2 (100 Mbps),"Brunssum,Heerlen",0
Small Cells,Scenario 2 (100 Mbps),"Brunssum,Heerlen",0
Spectrum Integration,Scenario 2 (100 Mbps),"Brunssum,Heerlen",-3373.504116
Hybrid,Scenario 3 (300 Mbps),"Brunssum,Heerlen",2.09E-12
Small Cells,Scenario 3 (300 Mbps),"Brunssum,Heerlen",0
Spectrum Integration,Scenario 3 (300 Mbps),"Brunssum,Heerlen",-11465.71372
Hybrid,Scenario 1 (30 Mbps),Bunnik,24741.89615
Small Cells,Scenario 1 (30 Mbps),Bunnik,24408.31917
Spectrum Integration,Scenario 1 (30 Mbps),Bunnik,-1518.669456
Hybrid,Scenario 2 (100 Mbps),Bunnik,37050.97474
Small Cells,Scenario 2 (100 Mbps),Bunnik,36578.2176
Spectrum Integration,Scenario 2 (100 Mbps),Bunnik,-8666.282658
Hybrid,Scenario 3 (300 Mbps),Bunnik,22363.79996
Small Cells,Scenario 3 (300 Mbps),Bunnik,22057.26207
Spectrum Integration,Scenario 3 (300 Mbps),Bunnik,-29485.69226
Hybrid,Scenario 1 (30 Mbps),Bunschoten,28618.39599
Small Cells,Scenario 1 (30 Mbps),Bunschoten,28165.27777
Spectrum Integration,Scenario 1 (30 Mbps),Bunschoten,-2297.451696
Hybrid,Scenario 2 (100 Mbps),Bunschoten,26710.04421
Small Cells,Scenario 2 (100 Mbps),Bunschoten,26202.27856
Spectrum Integration,Scenario 2 (100 Mbps),Bunschoten,-11845.24075
Hybrid,Scenario 3 (300 Mbps),Bunschoten,10950.95853
Small Cells,Scenario 3 (300 Mbps),Bunschoten,10759.69255
Spectrum Integration,Scenario 3 (300 Mbps),Bunschoten,-39280.77355
Hybrid,Scenario 1 (30 Mbps),Buren,101991.9135
Small Cells,Scenario 1 (30 Mbps),Buren,101359.3411
Spectrum Integration,Scenario 1 (30 Mbps),Buren,-1617.954465
Hybrid,Scenario 2 (100 Mbps),Buren,153537.1454
Small Cells,Scenario 2 (100 Mbps),Buren,152452.8779
Spectrum Integration,Scenario 2 (100 Mbps),Buren,-13217.44619
Hybrid,Scenario 3 (300 Mbps),Buren,119105.183
Small Cells,Scenario 3 (300 Mbps),Buren,118020.9155
Spectrum Integration,Scenario 3 (300 Mbps),Buren,-47649.40859
Hybrid,Scenario 1 (30 Mbps),Capelle aan den IJssel,9957.939934
Small Cells,Scenario 1 (30 Mbps),Capelle aan den IJssel,8411.73133
Spectrum Integration,Scenario 1 (30 Mbps),Capelle aan den IJssel,-5201.568396
Hybrid,Scenario 2 (100 Mbps),Capelle aan den IJssel,0
Small Cells,Scenario 2 (100 Mbps),Capelle aan den IJssel,4.28E-12
Spectrum Integration,Scenario 2 (100 Mbps),Capelle aan den IJssel,-30589.1236
Hybrid,Scenario 3 (300 Mbps),Capelle aan den IJssel,3.00E-12
Small Cells,Scenario 3 (300 Mbps),Capelle aan den IJssel,0
Spectrum Integration,Scenario 3 (300 Mbps),Capelle aan den IJssel,-103124.9956
Hybrid,Scenario 1 (30 Mbps),"Capelle aan den IJssel,Rotterdam",2569.181525
Small Cells,Scenario 1 (30 Mbps),"Capelle aan den IJssel,Rotterdam",2405.322197
Spectrum Integration,Scenario 1 (30 Mbps),"Capelle aan den IJssel,Rotterdam",-653.706072
Hybrid,Scenario 2 (100 Mbps),"Capelle aan den IJssel,Rotterdam",1029.1389
Small Cells,Scenario 2 (100 Mbps),"Capelle aan den IJssel,Rotterdam",988.1533318
Spectrum Integration,Scenario 2 (100 Mbps),"Capelle aan den IJssel,Rotterdam",-3584.770992
Hybrid,Scenario 3 (300 Mbps),"Capelle aan den IJssel,Rotterdam",0
Small Cells,Scenario 3 (300 Mbps),"Capelle aan den IJssel,Rotterdam",0
Spectrum Integration,Scenario 3 (300 Mbps),"Capelle aan den IJssel,Rotterdam",-11959.24219
Hybrid,Scenario 1 (30 Mbps),Castricum,-3926.13606
Small Cells,Scenario 1 (30 Mbps),Castricum,-4554.24822
Spectrum Integration,Scenario 1 (30 Mbps),Castricum,-3926.13606
Hybrid,Scenario 2 (100 Mbps),Castricum,-18590.38524
Small Cells,Scenario 2 (100 Mbps),Castricum,-19218.4974
Spectrum Integration,Scenario 2 (100 Mbps),Castricum,-18590.38524
Hybrid,Scenario 3 (300 Mbps),Castricum,-60488.24004
Small Cells,Scenario 3 (300 Mbps),Castricum,-61116.3522
Spectrum Integration,Scenario 3 (300 Mbps),Castricum,-60488.24004
Hybrid,Scenario 1 (30 Mbps),"Castricum,Heiloo",-1709.8632
Small Cells,Scenario 1 (30 Mbps),"Castricum,Heiloo",-1903.12848
Spectrum Integration,Scenario 1 (30 Mbps),"Castricum,Heiloo",-1709.8632
Hybrid,Scenario 2 (100 Mbps),"Castricum,Heiloo",-7392.85632
Small Cells,Scenario 2 (100 Mbps),"Castricum,Heiloo",-7586.1216
Spectrum Integration,Scenario 2 (100 Mbps),"Castricum,Heiloo",-7392.85632
Hybrid,Scenario 3 (300 Mbps),"Castricum,Heiloo",-23629.97952
Small Cells,Scenario 3 (300 Mbps),"Castricum,Heiloo",-23823.2448
Spectrum Integration,Scenario 3 (300 Mbps),"Castricum,Heiloo",-23629.97952
Hybrid,Scenario 1 (30 Mbps),Coevorden,-2775.64518
Small Cells,Scenario 1 (30 Mbps),Coevorden,-3935.23686
Spectrum Integration,Scenario 1 (30 Mbps),Coevorden,-2775.64518
Hybrid,Scenario 2 (100 Mbps),Coevorden,-19412.02452
Small Cells,Scenario 2 (100 Mbps),Coevorden,-20571.6162
Spectrum Integration,Scenario 2 (100 Mbps),Coevorden,-19412.02452
Hybrid,Scenario 3 (300 Mbps),Coevorden,-66944.53692
Small Cells,Scenario 3 (300 Mbps),Coevorden,-68104.1286
Spectrum Integration,Scenario 3 (300 Mbps),Coevorden,-66944.53692
Hybrid,Scenario 1 (30 Mbps),Cranendonck,61117.58981
Small Cells,Scenario 1 (30 Mbps),Cranendonck,60731.50006
Spectrum Integration,Scenario 1 (30 Mbps),Cranendonck,-1072.204197
Hybrid,Scenario 2 (100 Mbps),Cranendonck,80104.40728
Small Cells,Scenario 2 (100 Mbps),Cranendonck,79533.88248
Spectrum Integration,Scenario 2 (100 Mbps),Cranendonck,-7868.487501
Hybrid,Scenario 3 (300 Mbps),Cranendonck,60159.49769
